id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothing,Eyes,Head,Mouth
7900,50,2615,0,https://solanart.io/search/?token=8Fq2L3xTAkSqoFQmuvaa4HqiK7WsC5YmXFtHxX1GaaYZ,Green,Mutated Zombie,Baseball Jersey,Thinking,Arcade Machine,Dumbfounded
7901,52,70,0,https://solanart.io/search/?token=9HXVwJTsRe1vH2HMa7pZynwR83dn88Kztj7VuGJECRZF,Green,Pill,Prince Jacket,Questionable,Birdman,Amused
7902,99.690002,2367,0,https://solanart.io/search/?token=oLbDHhMA1JsDBL77YKr9xnXcxcUYuni3RFNcRyuyhc9,Orange,Stone,Motorcycle Jacket,Classy Glasses,Newsboy Hat,Cigar
7920,38.900002,1348,0,https://solanart.io/search/?token=BYoaZK7XnF6yxAHwFAMYY2i8ANgL45KwMcH1i13g3Rg2,Purple,Skeleton,Fur Robe,Reading Glasses,Camo Bandana,Jngl Grill
7925,55,4653,0,https://solanart.io/search/?token=8nHv7vTFR3nhMJGCUfVVY6FjkTJ9XpXPm6rj1J5FPaBW,Pink,Tiger,Royal Coat,Wide Eyed,Crew Cut,Content
7931,40,287,0,https://solanart.io/search/?token=6SgS5Tz4wVYBN59faKdborVbsYQWwU1N6GPnWzpzpTRm,Red,Tiger,Striped Tee,Eyeball,Crew Cut,Cigarette
7944,34,8245,0,https://solanart.io/search/?token=8SqPQps5Etrjezc3PS8cTNq2rZnHpw8gx74UVR4WuB42,Mint,Naked,Iridescent Windbreaker,Wide Eyed,Pink Braids,Dumbfounded
7953,36,9934,0,https://solanart.io/search/?token=EjRoj2kV4yMrwuPknnqfjGbfjqyqEK4o78HXsG7n2Zeb,Lilac,Robot,Hype Fanny Jacket,Pritv,None,Content
7959,123,9004,0,https://solanart.io/search/?token=Cn2qxEzXWFt4WxdXTx9HLZmw5AgW14htWNppNaB4waET,Red,Scarred,Fur Coat,Baller Shades,None,Vampire
7966,54,5909,0,https://solanart.io/search/?token=39KVasnvbdRszseiGPRTWsbjGcugiE4eeFgt25jSj5XW,Orange,Caution Tape,Basic Hoodie,Squinted,Drummer,Tnt
7969,22,4050,62.79,https://solanart.io/search/?token=CJ9USYTH1Wg9GRz6rJyDt5kpTCnNisU9hjbxrxrkWb1Y,Blue,Pill,Tri-Color Zip-Up,Meth Scientist,Camo Cap,Content
7980,1000,6582,0,https://solanart.io/search/?token=4mpLWzg3Ehvso2YBbCYnRHBxjxkDgAQLpN1X3azDkkGo,Green,Scarred,Pullover,Crossed Out,Aviator Helmet,Content
7983,59,906,0,https://solanart.io/search/?token=FJvgrFGDEuHgT37YY7fi6X76aPJeTPd6rs1gy3rtHRSM,Yellow,Mutated Zombie,Fur Robe,Questionable,Crew Cut,Jngl Grill
7984,38.5,3729,0,https://solanart.io/search/?token=6hUUs6Ci8JcXpmogSsCkEEEY6oWqjTEUsmqRZDEMTNYg,Pink,Robot,Exoskeleton,Eye Patch,Fedora,Excited
7986,80,119,0,https://solanart.io/search/?token=i5aqR3xKQApJyKFVtdrNuFqT1E64eZSSsw4nJvgDhAZ,Pink,Caution Tape,Mob Boss Jacket,Thief,Racing Helmet,Vampire
7988,38,805,0,https://solanart.io/search/?token=47yUUyDVQ1zkPAvMUBGzp24P6RvEiJUAe3oF2UKoparw,Orange,Intestines,Formal Collared Shirt,Superstar Glasses,Hippie Hat,Dumbfounded
7995,100,8861,0,https://solanart.io/search/?token=DsEHXTnC6SZ8gVwXLAy6eKJ89HBrBVdYLjCP7FqFUzmb,Red,Glitch,Straight Jacket,Vr Headset,None,Excited
7997,200,858,0,https://solanart.io/search/?token=ENZ3LjTCWHEa9YuuVXAcFeZbtxzZodLbP6oMh1eo5NAM,Green,Intestines,Sliced Cutoff,Baller Shades,Guzzler Hat,Snake
8000,80,2136,0,https://solanart.io/search/?token=GH9RanqwgtfF7msJAkmnN7W1HADEAS7yoQCnMats6ncH,Blue,Caution Tape,Prisoner Uniform,Enucleated,Reggae Braids,Stitches
8020,40,3939,0,https://solanart.io/search/?token=DfZZ8HVTL9KE8gSDE2dhRsXwaSEFyqXe1vjGe8NWEkeB,Blue,Mutated Zombie,Football Pads,Questionable,Camo Bandana,Bubble Gum
8023,89,228,0,https://solanart.io/search/?token=G44wrGp79rSnzYwJsmbpt45MvQzGcf4gJ1X3Momdx9VK,Purple,Mutated Zombie,Color Block Zip-Up Jacket,Crossed Out,Arcade Machine,Skelly
8029,24,7511,28.94,https://solanart.io/search/?token=5Zjv6Y9sY7E7Kxo3WQJDjyHe6WeXnPjHq7xUPZE3GvaQ,Yellow,Stone,Casual Zip-Up,Cougar Glasses,Thin Mohawk,Content
8030,150,218,0,https://solanart.io/search/?token=J59KwXnDFvB98wwpCjuu9AZqfYKyXBE3dmcxjfwf3tGa,Green,Naked,Cyber Zip-Up,Eyeball,Spray Paint,Amused
8032,26,5669,16.31,https://solanart.io/search/?token=5jKUGv4WK34BvZ8R47QMih1i2uUySjRMPBFTy9n9Es2i,Mint,Naked,Sliced Cutoff,Thug Life Glasses,Braids,Bubble Gum
8044,301,3237,0,https://solanart.io/search/?token=FAobxkC4gZm9y2tfFVWNGfmzt2eXh7zLiecwjzeJxUEM,Red,Intestines,Varsity Jacket,Crossed Out,Pink Bandana,Vampire
8049,35,8717,0,https://solanart.io/search/?token=7gfySTM1GXxzcBzp64qmzvT9NvPU2yQsaTTcpeQ7LsZZ,Lilac,Naked,Football Pads,Wide Eyed,Cowboy Hat,Excited
8050,42.689999,9497,0,https://solanart.io/search/?token=8nz3BzjiU8SSN9ugqCArzfzMt2TLuyswTAAtzn1L41WC,Pink,Skeleton,Layered Jacket,Pritv,None,Excited
8051,35,4614,0,https://solanart.io/search/?token=HZWBZwefUJpYz6WTqkFZZdLb55i9fkz4CSoTD28AB3nT,White,Test Dummy,Casual Zip-Up,Mummified,Drummer,Excited
8055,70,6645,0,https://solanart.io/search/?token=A6NzTv5mHneNC1tFgwSfRJgXRud7Q1E9i9G7WhtQokFJ,Blue,Naked,Aviator Jacket,Monocle,Backwards Cap,Snake
8058,60,8853,0,https://solanart.io/search/?token=2inCGySCgXmJuB2nBC2oCBE3JMNXN1QqABT2GoEjvpS9,Lilac,Mutated Zombie,None,Camcorder,None,Tnt
8068,44.5,2659,0,https://solanart.io/search/?token=EKVUCp1eVpsSDZoqaBskUaaHD4tJQ8bsc9nWuYWyHgV7,Yellow,Scarred,Turtleneck,Squinted,Luscious Hair,Bubble Gum
8075,29,7026,0,https://solanart.io/search/?token=8hscH2nDBkTcqYmDFuAYEE8PrDpuXpj6tTcFLY9Qy2k4,Pink,Tiger,Sleeveless Hoodie,Cougar Glasses,Braids,Content
8079,333,4033,0,https://solanart.io/search/?token=7nS2w2svBqMawbTSMGFQ1MN5kd2PrrqZ4pKhusFUxbw6,White,Scarred,Casual Denim Jacket,Meth Scientist,Guzzler Hat,Tnt
8082,28.4,8529,0,https://solanart.io/search/?token=CakbLT87xD9fdfEXwyxq2VsLoMVE7TWeQ6zYG83DcZ2v,White,Skeleton,Cardigan Sweater,Thug Life Glasses,None,Jngl Grill
8095,33.689999,2633,0,https://solanart.io/search/?token=6R1bKseJatfvMDWQZuHkfCX77G9ofU1ddv5LRd2GiDyS,Mint,Mutated Zombie,Striped Jacket,Reading Glasses,Pom Beanie,Bubble Gum
8097,100,5193,0,https://solanart.io/search/?token=5wHky5DNyc86F5vT8Ahs1ZXwKXbXsyNz6pmQKHSGYRkD,Pink,Intestines,Striped Polo,Wide Eyed,Ponytail,Content
8102,500,908,0,https://solanart.io/search/?token=Xz4F2aX6P8WwkKTMqUC6jRhWixmRQTnjRuyCYzNaJXw,Pink,Caution Tape,Vest N Tie,Superstar Glasses,Drummer,Banana
8103,26,3602,24.58,https://solanart.io/search/?token=7GhpjSyFrxSSf5Cq3BnJHwHWjx1aFqJycNuSjZUg5hVU,Purple,Tribesman,Tiger Robe,Thinking,Hippie Hat,Sassy
8114,69,1016,0,https://solanart.io/search/?token=FUSj1sQcAdr6qVo8Ug5JsspQknBYHVt27yxVMuqJqLiC,Red,Tiger,Army Jacket,Mummified,Tactical Helmet,Amused
8118,38.5,1093,0,https://solanart.io/search/?token=BLy8Z1iWeeCVKh7PxPfmXA1ojywPNR34Z5jDC2DjweAY,Yellow,Scarred,Prince Jacket,Censored,Professor,Vampire
8120,29.5,3043,0,https://solanart.io/search/?token=6ChBLiwb6dkZ2akhkBk9NVrnEZTzSFXaRBDHnNTokFUk,Blue,Scarred,Hype Fanny Jacket,Thinking,Bucket Hat,Cigar
8124,50,2098,0,https://solanart.io/search/?token=NMD1QzFUwCmwhXRzm1NudYTrSJme1dCviWdNMGF19Uw,Blue,Robot,Fur Robe,Polarized Sunglasses,Drummer,Banana
8127,25,8523,14.89,https://solanart.io/search/?token=8UrvqSEkePEoh6Re932NAswtpgM8wAANXC9Gi6Hptp41,Lilac,Stone,Prisoner Uniform,Baller Shades,None,Skelly
8148,120,13,0,https://solanart.io/search/?token=CgfxakbTtWCJ4EPsSajp5eLmnVt8yTNvzQY8QU3focfF,Pink,Pill,Suspenders,Thief,Football Helmet,Stitches
8163,200,8031,0,https://solanart.io/search/?token=8aaghMjM94LakSsZuvWqbwBN6xtfDWLuBEbA2MTJaBaS,Mint,Glitch,None,Wide Eyed,Arrow,Content
8170,40,941,0,https://solanart.io/search/?token=6x1tL6DzXPp3fTcZB4JNvEF978EPZik1PTAbuxQfuxTA,Red,Glitch,Windbreaker,Cougar Glasses,Pilot Helmet,Skelly
8188,46,4977,0,https://solanart.io/search/?token=BWNhf9rJrBwS3KjQPTeGQ7jx95tf1LsRCTqCfJbMcYvP,Blue,Stone,Striped Jacket,Enucleated,Headshot,Excited
8198,21,9044,52.81,https://solanart.io/search/?token=8iLodp72EvM2whYxPqfXv9aCkG5SS8hdzx9dq9EBcN8h,Mint,Robot,Aviator Jacket,Camcorder,None,Tnt
8199,66.660004,9209,0,https://solanart.io/search/?token=4bBasrawZZjvmzSiofcuUKmW7mhevqDzMPKLoP7bhXur,Orange,Skeleton,Straight Jacket,Pritv,None,Excited
8204,99,4020,0,https://solanart.io/search/?token=591J1KFm2wwgYauKZLaHubHNKnQAeBiZHQwpdvf8Jdoj,Yellow,Caution Tape,Bib,Reading Glasses,Anonymous,Amused
8214,99.5,2603,0,https://solanart.io/search/?token=HZhMbGFKwfirYCmUbQNTJawDx7KNwniQboEij21BeKNs,Pink,Tribesman,Army Jacket,Censored,Thin Mohawk,Dumbfounded
8218,45,8655,0,https://solanart.io/search/?token=EpovBp4rhjyRiS8Ho2wKTkiQ4SyFjmAk3GtxP7ZaA94g,Red,Stone,Vest N Tie,Pritv,None,Vampire
8221,30,9487,0,https://solanart.io/search/?token=BwwqYkyuCMRP4cf3j3a1vq4sSNrcLTij91mrtETC5V11,Lilac,Naked,Armor,Monocle,None,Pipe
8227,70,684,0,https://solanart.io/search/?token=6JMEapyNEpQZfRUWpeRM3ED6Hm5pukPZTtRs2fSi5q9J,White,Stone,Knitted Tee,Wide Eyed,Arcade Machine,Cigar
8246,33.5,5034,0,https://solanart.io/search/?token=28EHB7aG4hvdMNws3tFmyyY9dW38DowxHxDYyZYe9n3L,Orange,Scarred,Iridescent Windbreaker,Eye Patch,Stunt Dummy Helmet,Excited
8259,29.99,8438,0,https://solanart.io/search/?token=5WpH19zaVJ1dVPSwaArNS7J9bLtXsBnp6uCYz8rTuP3v,Green,Stone,Football Pads,Camcorder,None,Jngl Grill
8266,30,7126,0,https://solanart.io/search/?token=5wvpJtLeH9YuKUZC3GuMaF4697diq31ivfBqFjmkzYEb,Blue,Pill,Wifebeater,Cougar Glasses,None,Skelly
8278,22.950001,9239,32.53,https://solanart.io/search/?token=85oWTdMhKqkcsXwDEqmSXPmCSYcQJPQ43dC67C4zZXjT,Lilac,Intestines,Aviator Jacket,Thinking,None,Dumbfounded
8283,112,3573,0,https://solanart.io/search/?token=H7UgmC7C5MFAoVWZZydpBmVjQA2bWRmjEjdX2GqZ8hap,Yellow,Glitch,Color Block Zip-Up Jacket,Squinted,Arcade Machine,Content
8285,200,3268,0,https://solanart.io/search/?token=tMg39PuHW5C8NB2TrqhYU5ApvyJjnPDvfZBSBYctLiG,Purple,Glitch,Hype Fanny Jacket,Undercover Glasses,Drummer,Jngl Grill
8292,38,514,0,https://solanart.io/search/?token=ECV56H1UrQqvRiRetB322GFrA3Yc65Ur43i7Y7epcqhx,Blue,Stone,Fur Robe,Snow Goggles,Racing Helmet,Vampire
8305,41,5625,0,https://solanart.io/search/?token=9Jcm2RrXmJ6FM2e76LYycsXoVhdpk4uMHmwztkr9AcwC,Orange,Naked,Basic Hoodie,Meth Scientist,Guzzler Hat,Tnt
8314,100,7784,0,https://solanart.io/search/?token=2iPa7hBKJuBn4xoRYZpLD5LN2ZdmbuLmr8RWxMqsUz22,Pink,Mutated Zombie,Prince Jacket,Camcorder,None,Bubble Gum
8315,150,6965,0,https://solanart.io/search/?token=2eQM2NMBpH6m1QaDytJPb9C664fFJ8VWbVE7GRrLPuAZ,Purple,Tiger,Iridescent Windbreaker,Superstar Glasses,None,Banana
8320,25,1998,41,https://solanart.io/search/?token=CCDnAc16rJZAm9189wfWw34BcPFjyp9LdJLKzUo1Jeij,Green,Skeleton,Straight Jacket,Cougar Glasses,Backwards Cap,Bubble Gum
8330,23.5,4946,44.21,https://solanart.io/search/?token=BTwrCXyKpYgoFsUgwjmQ1iJzwFUK9RT1V1o4HDvQDaLn,Mint,Tiger,None,Questionable,Drummer,Sassy
8332,59.990002,1041,0,https://solanart.io/search/?token=5aHWabas9qgURZScVKsFumNDrCLxLgeUgcbGv2nQ18Gi,Blue,Tiger,Windbreaker,Meth Scientist,Skate Helmet,Tnt
8336,48,9462,0,https://solanart.io/search/?token=3FJdXmQjgMmkpq6UC1h8BZrEC9D8mVzTtsetgZKQMRjF,Mint,Intestines,Sleeveless Hoodie,Baller Shades,None,Content
8346,39,1587,0,https://solanart.io/search/?token=2y83RSvbpWMm4heibuUZ3JV6zXKXqJHtMyq8wnPumGjR,Pink,Scarred,Bouncer,Questionable,Spartan Helmet,Pipe
8368,120,3187,0,https://solanart.io/search/?token=3aqbMgbcREuTQao8gHwZP5U7HirmpzemddNUxnhjcvNU,Mint,Stone,Fur Robe,Camcorder,Captain Cap,Amused
8373,145,8239,0,https://solanart.io/search/?token=AnHazX2twkUN9wKNN5V7ZKZf8XjTZfzRDfiyYrCincjJ,Lilac,Glitch,None,Monocle,None,Cigar
8375,29.99,6668,0,https://solanart.io/search/?token=B6GH9mkqrNTmVFkGKhpUexkWABEQvHabrPVZdjFYVaoK,Blue,Naked,Prisoner Uniform,Enucleated,Thin Mohawk,Skelly
8377,55,1403,0,https://solanart.io/search/?token=3fgCYxb8H99k5A85U2J3DP4mqPqwwvrVNe19tgqC5R7o,Mint,Glitch,Aviator Jacket,Striped,Spartan Helmet,Sassy
8380,40,9688,0,https://solanart.io/search/?token=BaRHKP7aFx976bXrHFA4Ta8AErJCpPFW75oaSHzsSqn,Green,Scarred,Casual Zip-Up,Pritv,None,Excited
8385,38.880001,2886,0,https://solanart.io/search/?token=EtFwLu3hkZiBapFzyMBVpxBniUmgs1YzWbYmVRmddfnC,Blue,Intestines,Exoskeleton,Slashed,P-Cap,Excited
8391,50,4463,0,https://solanart.io/search/?token=GNE7NB6YvnkAMSPELjKp9kkHZZyayAfewLYb31DVSjSe,Lilac,Caution Tape,None,Questionable,Camo Bandana,Sassy
8402,60,2297,0,https://solanart.io/search/?token=ApjGN8zj6ehHGjHiSJso2EkMruSgCG1qtu6h8dFMR1T7,Lilac,Glitch,Vest N Tie,Undercover Glasses,Thin Mohawk,Snake
8411,34,1294,0,https://solanart.io/search/?token=j9yzXvCFGSaU5LU9sHk42wYXRNg8zm6CqBVLw6k1qqR,Mint,Scarred,Winter Coat,Stitched,Arrow,Banana
8412,33,1744,0,https://solanart.io/search/?token=6Sr9ajJBQteHnNNw8j6xB34k2NpmAm46m3dxmq33ZVpC,Orange,Pill,Contemporary Polo,Censored,Reggae Braids,Content
8413,24,6854,31.57,https://solanart.io/search/?token=DCXu68c9rmffYTMk3junzbu7EzZt2ADsDK3o3mRAM1mF,Mint,Naked,Royal Coat,Cyber Gas Mask,Medic Cap,Dumbfounded
8420,29.940001,7223,0,https://solanart.io/search/?token=ECbQu3Juz2wDvD4c6ArhrqAo6RDFd3E3rPTEYNdvz1vA,Green,Naked,Basketball Jersey,Classy Glasses,Reggae Braids,Dumbfounded
8441,58,852,0,https://solanart.io/search/?token=Cgd7rkVjzbwuwnwewUZ5Jef3vUy8avJjp3V2Yz2LV8wC,Yellow,Mutated Zombie,Cyber Zip-Up,Eyeball,Horned Cap,Skelly
8453,44.400002,1583,0,https://solanart.io/search/?token=7KFWdbRCRBbYji7FQQdsn8qBq6T6cd3EWooRf1C9T7rc,Yellow,Caution Tape,Straight Jacket,Polarized Sunglasses,Antlers,Pipe
8454,55,3457,0,https://solanart.io/search/?token=82yG7mP149Q1aDNS88GTD7qvst9awEdhT13nmBJ5DoG1,Lilac,Glitch,Fur Robe,Enucleated,Thin Mohawk,Bubble Gum
8455,175,6030,0,https://solanart.io/search/?token=Ds9Y5pUVpgF9gTa9NgFLiYe2NfGs43bYkPrNzrwmETaA,Green,Glitch,None,Aviator Goggles,Arrow,Content
8463,99,457,0,https://solanart.io/search/?token=4kXVrA9JwpuPyEonVnSP9PA5YSV389c1Zsru3TZ6i96g,Lilac,Test Dummy,Bib,Eye Patch,Propeller Hat,Stitches
8466,50,3782,0,https://solanart.io/search/?token=EvmnhL6uda4bWWSAp1Qzbxrap4FaJxPBeSyK6d1jKZmP,Pink,Pill,Suspenders,Crossed Out,Propeller Hat,Tnt
8470,43.200001,7202,0,https://solanart.io/search/?token=7LRaa3Jrnitmuh3D8UoaaWnUDFW1oYBeUxZdfpD9UjcT,Mint,Caution Tape,Mob Boss Jacket,Cyber Gas Mask,None,Pipe
8485,25,7287,19.84,https://solanart.io/search/?token=8k1Fr3ssvRdwsSi5gArBZ1S8gy5n5SbMZbDRXPGERpeQ,Lilac,Tribesman,Tri-Color Zip-Up,Thinking,Beanie,Content
8498,99,6709,0,https://solanart.io/search/?token=9My8fWLWbs222P53fd6NeAo2ZCHNaWPc2kvmRQ7wqWyc,White,Mutated Zombie,None,Cyber Gas Mask,Backwards Cap,Content
8513,26,1221,34.11,https://solanart.io/search/?token=CcqF3Q37Hzg5V89PL11U71hhnFZwkfwERNomX86DB26M,Blue,Tiger,Mechanic Jacket,Undercover Glasses,Stunt Dummy Helmet,Cigarette
8520,35,5133,0,https://solanart.io/search/?token=8Die8JJwmRas8washae3wJoPVfrAtBZvUnymBFRnC4jY,Blue,Glitch,Motorcycle Jacket,Eye Patch,Thin Mohawk,Dumbfounded
8522,148,1815,0,https://solanart.io/search/?token=6ZG58WC5yK7K8eqmscoZNHiU42zxhJiBLjFWBem1Cyps,Green,Caution Tape,Baseball Jersey,Thinking,Crew Cut,Jngl Grill
8524,24.889999,1925,42.4,https://solanart.io/search/?token=EuoeapdjppiMHJyo9r6tYxF2Wb1u5KRxzgjKPSJxaz4U,Lilac,Skeleton,Fur Coat,Thug Life Glasses,Anonymous,Bubble Gum
8528,34.799999,5427,0,https://solanart.io/search/?token=7mWk6yLwCjer6Et4xW8dkf7VNjuXjxAbSaWxbeji48cK,Red,Tribesman,Sleeveless Hoodie,Squinted,Medic Cap,Sassy
8542,60,3248,0,https://solanart.io/search/?token=7N4JRJYf8NJDiSxqhQXY8iTppqnizH8rSh7qu2TnT2Bz,Blue,Scarred,Studded Punk Jacket,Striped,Newsboy Hat,Sassy
8554,200,3510,0,https://solanart.io/search/?token=CjbKXsTakP6Ak9g9t1EpVf3ZSePpmi17sx66SX2mpnp5,Pink,Glitch,Suspenders,Crossed Out,Guzzler Hat,Cigarette
8558,100,104,0,https://solanart.io/search/?token=EAqNu8LwAqGEsuQMYy9t6xmaYjrfUPQQXfdo9CxZKYMz,Purple,Intestines,Baseball Jersey,Snow Goggles,Racing Helmet,Skelly
8564,30,2809,0,https://solanart.io/search/?token=HHFMf3TXmzJUFjxU39U5GiHPKjgEgF8Gw6Yz3DTVvpzC,Red,Test Dummy,Championship Belt,Thinking,Thin Mohawk,Tnt
8569,50,6054,0,https://solanart.io/search/?token=AgFgHnfiyFHf41ZqtKAHwNJdPzWQQk3FKtxiZVpRmDeb,Purple,Naked,Basketball Jersey,Meth Scientist,P-Cap,Excited
8577,199,5529,0,https://solanart.io/search/?token=42zchthkx58i1oX9vhjP429LK5UmZjPH16cuZCJ98rV4,White,Naked,Striped Jacket,Parallelogram Glasses,Guzzler Hat,Cigar
8585,42,2489,0,https://solanart.io/search/?token=2vubXEsM648BxAMBNm47QfYiQrMoRNYMrHHsWCo3M1xJ,Lilac,Caution Tape,Mechanic Jacket,Classy Glasses,Braids,Stitches
8627,100,46,0,https://solanart.io/search/?token=EHzKL9X7caN3nwKrFVMLC2WtfsR4omhyRmsiFGsnTmA4,Green,Tiger,Knitted Tee,Meth Scientist,Aviator Helmet,Stitches
8629,120,2332,0,https://solanart.io/search/?token=FqxSHvag4tkUBEHStLk42MC6coYnnpXUL5SXCQDjHHho,Pink,Tiger,Armor,Thinking,Stunt Dummy Helmet,Cigarette
8635,42,4638,0,https://solanart.io/search/?token=7enGSyU7zQXo91uvdbUaKn6G95RgCYhJWGeRnnv8B5yH,Blue,Pill,Football Pads,Questionable,Anonymous,Excited
8641,50,9148,0,https://solanart.io/search/?token=D9fohKij8PQkLb5r7hPiMvueq48jwfGRkpduBJfgsANL,Orange,Pill,Striped Polo,Bone Mask,None,Content
8670,49.990002,5866,0,https://solanart.io/search/?token=2GCZ9GosNhT1JJuTrkTarzKfbc8tPnwFxkyD6bfMYBaz,White,Caution Tape,Vest N Tie,Thinking,Headshot,Excited
8679,40,229,0,https://solanart.io/search/?token=EsoH5zdpT6ZWZcrV3Y7cLnYisP2xXsBNDkz7va1GxLRY,Red,Skeleton,Winter Jacket,Squinted,Spartan Helmet,Bubble Gum
8688,99,6235,0,https://solanart.io/search/?token=5UQykXQ8QwQe882XcXXQNJdoRWnuh7kfbWi6hTw53FnG,Yellow,Skeleton,Striped Polo,Hockey Mask,Guzzler Hat,Content
8695,23,7664,38.33,https://solanart.io/search/?token=6WiszdPL4zdbJkXmh6uGMcNR79G3BSJ9mV8neaefxM5q,Blue,Naked,None,Monocle,Backwards Cap,Tnt
8699,43,3431,0,https://solanart.io/search/?token=21PgGsu6pA487SrYX8NGYKZVg6CYv4xwM5w6Eq4YSAcn,Pink,Naked,Contemporary Polo,Superstar Glasses,Guzzler Hat,Sassy
8700,870,5644,0,https://solanart.io/search/?token=9akExUcfEiwtiogpuCX2rAcGAXX1WhZgjpQtEPtgc7qN,Yellow,Stone,Striped Polo,Squinted,Professor,Amused
8704,45,6165,0,https://solanart.io/search/?token=AFYQSPTtdmhWJLZ3VEWLWNtWbMi63HTUdVYQrsqfrKps,Yellow,Tribesman,Racing Jacket,Monocle,Crown,Content
8716,200,4100,0,https://solanart.io/search/?token=A2f8NJq8ppK7wshUpFjxTmwEVfqcWiDtwMCaXK56oqQz,Mint,Naked,Sliced Cutoff,Superstar Glasses,Camo Cap,Skelly
8728,500,34,0,https://solanart.io/search/?token=BuMZBogkLmqajdC1e59yvu8xbBNFD4Zbd9VwhS8avJ7c,Purple,Skeleton,Alchemist Jacket,Stitched,Tactical Helmet,Cigarette
8729,23,8396,35.4,https://solanart.io/search/?token=EUxMP8pYv6aLvBPQYzRD2Nn9UNHph8SaPm5a17PQJCD2,Orange,Naked,Button-Up Shirt,Undercover Glasses,Pink Braids,Content
8731,28,7372,0,https://solanart.io/search/?token=CRNUiLtguQrzbBZ9RZgvtW1H48cP1n5ktUEVTyNpGsQ4,White,Naked,Turtleneck,Eye Patch,Reggae Braids,Excited
8740,55,1564,0,https://solanart.io/search/?token=CqHqKb8dWGLjFBMqfK5ZCmnJLUwkaUS4HcauGUr6bbhH,Orange,Test Dummy,Winter Jacket,Crossed Out,Arrow,Excited
8742,45,7378,0,https://solanart.io/search/?token=EmQLJipRvi9dn7HLmVGTCPD7qBoeD4QaUN8ryp5KNkQR,Green,Tribesman,None,Questionable,Pom Beanie,Content
8747,37,7665,0,https://solanart.io/search/?token=3yFNX9ofc9TyVHxUzVniNwGhrHQSiFAYuk4D6WbJFFzt,Mint,Tiger,Fur Coat,Questionable,Pom Beanie,Content
8765,50,5822,0,https://solanart.io/search/?token=EsYkfiU9LwZi5wf3KPZN33F2gQTSE9o9yemrvCoGAvxj,Orange,Tribesman,Turtleneck,Crossed Out,Camo Bandana,Content
8766,44.400002,4021,0,https://solanart.io/search/?token=HrpAmpRRv5Dkdby9krXWvrk5gsGjutX32wVcHUdk1wmb,Blue,Skeleton,Prince Jacket,Mummified,Drummer,Tnt
8774,35,5132,0,https://solanart.io/search/?token=9QZ2bZENKFDByrVdoru1Hg3PYQhAuM2ebqaoQoHEnCFp,Blue,Scarred,Basic Hoodie,Superstar Glasses,Headset,Excited
8775,50,4186,0,https://solanart.io/search/?token=EZvTYh3ergedHS7RnTKAsUtBiTpsp72eUqLy1DNUvYu5,Yellow,Scarred,Aviator Jacket,Striped,Cig Hat,Cigarette
8779,42,1354,0,https://solanart.io/search/?token=E27avDDoscKEro9yCCgi1AEXkh7QWxS6is6HCZDGBpNt,Blue,Intestines,Casual Zip-Up,Mummified,Backwards Cap,Vampire
8785,40,6873,0,https://solanart.io/search/?token=tSkQFfrNTtxmBHkapbG7JuLrj51T1YmMEZ9Zbi9VqUe,Red,Stone,Varsity Jacket,Enucleated,Professor,Dumbfounded
8787,35,1344,0,https://solanart.io/search/?token=DwWQjNYpJ3dvzkLfeQSCtm7J3B6HdbCsrnn3LHMdcNjt,Pink,Naked,Sliced Cutoff,Cyber Gas Mask,Tactical Helmet,Pipe
8788,65,4691,0,https://solanart.io/search/?token=86xox6oN1gXSgksEEhfUnsM9FjFMDE1YrQjtGd7Kxk8y,Blue,Glitch,Sleeveless Hoodie,Enucleated,Pink Braids,Tnt
8790,22,3645,64.41,https://solanart.io/search/?token=EG2TKF5fSjckKaHbeVjyyyZvNBfCtK5WNTgJHdFdUtmu,Orange,Caution Tape,Casual Denim Jacket,Slashed,Professor,Jngl Grill
8798,35,1030,0,https://solanart.io/search/?token=5JeqJt9kGvJ5ttxCzpBAZAV3NzwY4CGsynBvV3A5GA1j,Pink,Caution Tape,Layered Jacket,Squinted,Bag Mask,Jngl Grill
8800,25,725,46.1,https://solanart.io/search/?token=9jBUmdwnVxotxQWdVpRLHnsavBiKZ2ErJ39Jk6tACTXE,Yellow,Intestines,Knitted Tee,Cyber Gas Mask,Cig Hat,Cigarette
8810,30,3223,0,https://solanart.io/search/?token=2cSbgPuiZryFwXYSGfu6DiQm5ZT1BtW8fjpkzCx4ZLUF,Blue,Mutated Zombie,Exoskeleton,Eye Patch,Medic Cap,Snake
8824,38,439,0,https://solanart.io/search/?token=3SXC2LKn7r4S2g12ddafCjxR4pm3gNcJByHW5sKuPCnW,Mint,Tiger,Championship Belt,Meth Scientist,Professor,Bubble Gum
8826,269,700,0,https://solanart.io/search/?token=DuQeQB8MRgNqL2V7Jzk4dqhVX9FFkje3xp6iKmg3vghW,Lilac,Tribesman,Football Pads,Aviator Goggles,Guzzler Hat,Stitches
8827,80,5115,0,https://solanart.io/search/?token=2fAKnza4ixZ2jRx6jpe2uXVVJJdMQTkZjZiYUw24ydLR,Blue,Glitch,Tiger Robe,Reading Glasses,Pink Bandana,Tnt
8831,99,434,0,https://solanart.io/search/?token=C9rQWCsJkDhUxCFo9vGWbP4BAQYjK338d7EqdADruhod,Purple,Caution Tape,Basic Hoodie,Slashed,Crew Cut,Pipe
